scene_id,im_id,obj_id,score,R,t,time
59,1064,02,0.9994001388549805,0.7941079139709473  -0.607458233833313  0.019674664363265038  -0.27674317359924316  -0.3902181386947632  -0.8781474828720093  0.541115403175354  0.6918991208076477  -0.4779852330684662,98.77363592386246  -43.04375872015953  860.1157665252686,-1
54,1568,02,0.9999995231628418,0.38509130477905273  0.9218318462371826  0.04394066706299782  0.27719011902809143  -0.0701182410120964  -0.9582532048225403  -0.8802672028541565  0.3811948597431183  -0.28252461552619934,-121.66595458984375  -10.923485271632671  955.5848836898804,-1
54,50,02,0.9997686743736267,-0.8808274865150452  -0.0713922306895256  0.46802347898483276  0.02777380496263504  0.9790703654289246  0.20161797106266022  -0.47262197732925415  0.19058947265148163  -0.8604093194007874,-98.49034249782562  -110.84985733032227  865.093469619751,-1
59,1090,02,0.9961979985237122,0.8213450908660889  -0.5703262090682983  0.010964588262140751  -0.2629498541355133  -0.39560016989707947  -0.8799759745597839  0.50621098279953  0.7198808789253235  -0.47489145398139954,83.03708583116531  -51.457345485687256  842.240571975708,-1
59,1152,02,0.9996427297592163,0.8710580468177795  -0.4911018908023834  0.008768421597778797  -0.22561199963092804  -0.4158933758735657  -0.8809835314750671  0.4362993836402893  0.7654094696044922  -0.47306567430496216,121.1315169930458  -25.37466399371624  846.0183143615723,-1
59,242,02,0.9948646426200867,0.3029775023460388  0.9529901146888733  -0.0037845983169972897  0.30139029026031494  -0.09958482533693314  -0.9482861161231995  -0.9040844440460205  0.28616878390312195  -0.3173939883708954,66.48649275302887  -47.730863094329834  1060.1038932800293,-1
59,629,02,0.9936214089393616,-0.36336803436279297  0.9316405653953552  0.003094226121902466  0.39109742641448975  0.15555259585380554  -0.9071088433265686  -0.8455806374549866  -0.32840418815612793  -0.4208850860595703,151.08473598957062  -66.6714608669281  851.0388731956482,-1
54,1033,02,0.9999997615814209,-0.10425573587417603  0.99107426404953  0.08308212459087372  0.32223108410835266  0.11269166320562363  -0.9399298429489136  -0.940902829170227  -0.07122142612934113  -0.331103652715683,-21.873021498322487  -43.90357807278633  1002.0977258682251,-1
59,1081,02,0.9937751293182373,-0.774534285068512  0.6320925951004028  0.0235737357288599  0.27978086471557617  0.3757779598236084  -0.8834667801856995  -0.5672913789749146  -0.6776798367500305  -0.46790024638175964,78.22772860527039  -50.70072039961815  850.2444624900818,-1
54,1844,02,0.999981164932251,0.5769477486610413  0.814692497253418  0.05837409198284149  0.25243034958839417  -0.10988299548625946  -0.9613556265830994  -0.7767948508262634  0.5693872570991516  -0.26904982328414917,-115.2079701423645  -40.22630676627159  916.7425036430359,-1
54,1613,02,0.9999558925628662,0.39907997846603394  0.9150761961936951  0.058057934045791626  0.28480497002601624  -0.06352343410253525  -0.9564784169197083  -0.871562659740448  0.39824652671813965  -0.28596916794776917,-110.03003269433975  -23.743577301502228  948.0149149894714,-1
54,1625,02,0.999980092048645,0.378871887922287  0.9237021207809448  0.05683906003832817  0.31957492232322693  -0.07294483482837677  -0.944749116897583  -0.8685206770896912  0.3761031925678253  -0.3228287100791931,-102.30540484189987  -18.931951373815536  957.340657711029,-1
59,1103,02,0.9987214207649231,0.842276394367218  -0.5389479398727417  -0.010287284851074219  -0.2629421055316925  -0.3941206932067871  -0.8806420564651489  0.47056570649147034  0.7444488406181335  -0.4736705720424652,99.74738210439682  -44.17112097144127  838.4763598442078,-1
54,1663,02,0.9998990297317505,0.383890300989151  0.9209858179092407  0.06643439084291458  0.2997601330280304  -0.05625046789646149  -0.9523549675941467  -0.8733683228492737  0.38551414012908936  -0.29766878485679626,-102.61847823858261  -34.35918316245079  945.2438354492188,-1
50,751,02,0.9859924912452698,0.9584264159202576  -0.0458519384264946  -0.2816319167613983  0.08954238891601562  -0.8888166546821594  0.4494297206401825  -0.2709263563156128  -0.45596328377723694  -0.8477596044540405,131.72529637813568  -76.17118209600449  1013.6306285858154,-1
50,1246,02,0.9996305704116821,-0.9893836379051208  0.055638715624809265  0.13425441086292267  0.10844028741121292  0.8976636528968811  0.4271308481693268  -0.09675028920173645  0.4371549189090729  -0.8941672444343567,10.59192419052124  -65.09532034397125  930.5577874183655,-1
59,455,02,0.9891232848167419,-0.1569838523864746  0.9874951243400574  0.014468922279775143  0.4891358017921448  0.09046955406665802  -0.8675029873847961  -0.8579639196395874  -0.12910668551921844  -0.4972214698791504,135.15855371952057  -68.32517683506012  929.5960664749146,-1
59,1071,02,0.9989416003227234,0.8666797280311584  -0.49772632122039795  0.03368741273880005  -0.17641706764698029  -0.36895492672920227  -0.9125510454177856  0.4666297733783722  0.7849465012550354  -0.4075731039047241,89.20618146657944  -25.283699855208397  796.140730381012,-1
50,701,02,0.9999171495437622,0.9596250057220459  0.0315944105386734  0.2795025408267975  0.10961376875638962  0.8731129169464111  -0.4750353991985321  -0.25904572010040283  0.48649322986602783  0.8343977928161621,96.59625589847565  -88.58133107423782  1033.7069034576416,-1
59,1026,02,0.9986825585365295,0.8161472082138062  -0.5771598219871521  0.028113622218370438  -0.2521078586578369  -0.399433434009552  -0.8814162611961365  0.5199475288391113  0.7122777104377747  -0.4715029001235962,120.44919282197952  -41.96668043732643  838.4249806404114,-1
54,1543,02,0.9999958276748657,0.3649788498878479  0.9304733276367188  0.03177696838974953  0.2826845943927765  -0.07823387533426285  -0.9560173153877258  -0.8870626091957092  0.3579089343547821  -0.29158416390419006,-120.94409018754959  -11.030873283743858  974.061131477356,-1
54,741,02,0.9999990463256836,-0.2853831648826599  0.9535444974899292  0.09648419171571732  0.30716782808303833  0.18635988235473633  -0.9332297444343567  -0.9078570604324341  -0.23669123649597168  -0.3460822105407715,-87.49757707118988  -58.76526981592178  1014.1286849975586,-1
54,568,02,0.9999185800552368,-0.5473427176475525  0.8226658701896667  0.1537427306175232  0.2182956486940384  0.31768080592155457  -0.9227272868156433  -0.807937502861023  -0.4714866876602173  -0.35346469283103943,4.038434941321611  -88.35657685995102  1027.1902084350586,-1
50,1695,02,0.9999982118606567,0.9376516938209534  -0.04855193942785263  0.3441688120365143  -0.19433605670928955  -0.8941919207572937  0.4033043682575226  0.2881717085838318  -0.4450434148311615  -0.8478758335113525,-46.573907136917114  -88.26103061437607  892.8773403167725,-1
50,735,02,0.9904265999794006,-0.9468992948532104  0.004366640001535416  -0.32150033116340637  -0.1645698994398117  0.8524233102798462  0.4962773323059082  0.27622148394584656  0.5228341221809387  -0.8064404726028442,156.02074563503265  -131.64536654949188  1351.1571884155273,-1
54,69,02,0.9997604489326477,-0.32523709535598755  0.9404808878898621  0.09857382625341415  0.39763686060905457  0.23059387505054474  -0.8880942463874817  -0.8579660654067993  -0.24964457750320435  -0.44896748661994934,-95.80937027931213  -131.3602477312088  1064.226508140564,-1
59,1075,02,0.9974257349967957,0.8054236769676208  -0.5921883583068848  0.024612484499812126  -0.23957958817481995  -0.3632679283618927  -0.9003545641899109  0.5421203970909119  0.7192702293395996  -0.43446075916290283,92.96774119138718  -41.65096580982208  855.2706837654114,-1
59,1073,02,0.9992396831512451,0.8005459308624268  -0.5989137887954712  0.020698316395282745  -0.25587645173072815  -0.37284502387046814  -0.8919157981872559  0.5418979525566101  0.7087234258651733  -0.4517275094985962,94.84699368476868  -35.45331582427025  855.338454246521,-1
54,681,02,0.9995531439781189,-0.3444388210773468  0.9332162141799927  0.10232065618038177  0.29860925674438477  0.2122335284948349  -0.9304780960083008  -0.8900531530380249  -0.28993892669677734  -0.351768434047699,-82.78677612543106  -69.63565200567245  1006.7600011825562,-1
50,644,02,0.9994766116142273,-0.9528663158416748  0.020245099440217018  -0.3027147054672241  -0.12148972600698471  0.8888192772865295  0.44186052680015564  0.27800413966178894  0.4578106701374054  -0.8444662094116211,67.65446066856384  -98.75471144914627  1024.753212928772,-1
59,1490,02,0.998428225517273,-0.9688481092453003  0.24712273478507996  -0.01623649150133133  0.14330896735191345  0.5059606432914734  -0.8505682349205017  -0.20197975635528564  -0.8263983726501465  -0.5256139636039734,162.85428404808044  -47.7403923869133  757.1370601654053,-1
50,1669,02,0.9999990463256836,-0.9397682547569275  0.039999086409807205  0.33946388959884644  0.18175369501113892  0.8995681405067444  0.39716875553131104  -0.28948450088500977  0.43494540452957153  -0.8526554107666016,-36.33260726928711  -92.5634354352951  929.358959197998,-1
54,1597,02,0.9999926090240479,0.36620065569877625  0.9273431897163391  0.07701710611581802  0.31801337003707886  -0.046937718987464905  -0.946923553943634  -0.874508261680603  0.3712565004825592  -0.31209617853164673,-125.76556205749512  -27.112707495689392  951.3680934906006,-1
59,127,02,0.9892979860305786,0.5122256278991699  0.8575389981269836  -0.047452230006456375  0.34087952971458435  -0.25370535254478455  -0.905226469039917  -0.7883058786392212  0.4475046992301941  -0.4222719371318817,-63.22941929101944  -93.01669895648956  1014.5664215087891,-1
50,1714,02,0.9999988079071045,-0.9362086057662964  0.03850681334733963  0.349328875541687  0.18600262701511383  0.8976463675498962  0.39954254031181335  -0.2981886863708496  0.4390312433242798  -0.8475465774536133,-55.990200489759445  -92.84526854753494  893.2242393493652,-1
54,1134,02,0.999987006187439,0.11093834042549133  0.9912911653518677  0.07095460593700409  0.3443223536014557  0.028635678812861443  -0.9384147524833679  -0.9322740435600281  0.12853744626045227  -0.3381468951702118,-146.4981585741043  -65.82603603601456  1007.7694654464722,-1
54,560,02,0.9998549222946167,-0.6806842684745789  0.725773274898529  0.09961055964231491  0.19897587597370148  0.3140254318714142  -0.92833012342453  -0.7050372362136841  -0.6120795607566833  -0.3581635355949402,21.983962506055832  -88.30366283655167  1028.882622718811,-1
54,1605,02,0.9998123049736023,0.38125237822532654  0.9219306111335754  0.06848806142807007  0.2680938243865967  -0.03935828059911728  -0.9625885486602783  -0.8847442269325256  0.38535043597221375  -0.26216936111450195,-114.85634744167328  -29.27892468869686  952.433168888092,-1
54,1559,02,0.9999934434890747,0.3747680187225342  0.9268205761909485  0.023506715893745422  0.26794397830963135  -0.08400319516658783  -0.9597653150558472  -0.8875556588172913  0.3659878075122833  -0.279817670583725,-111.89606785774231  -10.821538977324963  975.8095741271973,-1
59,1541,02,0.9996857643127441,0.9712659120559692  -0.2375580072402954  -0.01444981712847948  -0.14219669997692108  -0.530548095703125  -0.83564293384552  0.19084729254245758  0.8136861324310303  -0.5490832328796387,136.8328034877777  -29.03764508664608  760.6145739555359,-1
59,1044,02,0.997469425201416,0.8091338872909546  -0.5874605774879456  0.013878758996725082  -0.2838152348995209  -0.41137343645095825  -0.8661530017852783  0.5145399570465088  0.6968947052955627  -0.49958640336990356,116.7241707444191  -38.259293884038925  859.2702150344849,-1
59,1093,02,0.9910407662391663,0.8258073329925537  -0.5639458894729614  -0.0026761721819639206  -0.2868441343307495  -0.41594159603118896  -0.8629676699638367  0.48555392026901245  0.7134127020835876  -0.5052522420883179,82.8116312623024  -54.16663736104965  837.174117565155,-1
50,1593,02,0.9999990463256836,-0.9533960223197937  0.03899269923567772  0.29919159412384033  0.159260094165802  0.9072583913803101  0.3892538249492645  -0.2562660276889801  0.41876235604286194  -0.8711864352226257,-18.497001379728317  -92.93082356452942  973.5248684883118,-1
59,492,02,0.9977403879165649,-0.31335365772247314  0.9495089054107666  0.015563985332846642  0.3831413984298706  0.14140528440475464  -0.9128018021583557  -0.8689143657684326  -0.2800665497779846  -0.4081059992313385,148.3040302991867  -54.062619805336  925.798773765564,-1
59,615,02,0.4976530969142914,-0.4744154214859009  0.8799051642417908  -0.026402296498417854  0.44094738364219666  0.21157178282737732  -0.8722400665283203  -0.7619025111198425  -0.42544618248939514  -0.48836472630500793,157.90046751499176  -55.67987263202667  782.6410531997681,-1
59,510,02,0.9919589757919312,-0.34043529629707336  0.938178539276123  0.0626501515507698  0.3350665271282196  0.18330121040344238  -0.9241921901702881  -0.8785410523414612  -0.29363563656806946  -0.3767543435096741,132.94897973537445  -45.3195795416832  907.9803228378296,-1
59,164,02,0.974363386631012,0.15690730512142181  0.9787375926971436  -0.13211044669151306  -0.21716181933879852  -0.09630195051431656  -0.9713736772537231  -0.9634422063827515  0.18110495805740356  0.1974339336156845,-50.7458858191967  -92.07109361886978  983.3679795265198,-1
54,561,02,0.9997214674949646,-0.6071295142173767  0.7829206585884094  0.13575361669063568  0.19861456751823425  0.314945250749588  -0.9280956387519836  -0.7693802714347839  -0.5365117192268372  -0.34671202301979065,19.495468586683273  -87.29331195354462  1027.1406173706055,-1
54,81,02,0.9998587369918823,-0.43044623732566833  0.8956340551376343  0.11205286532640457  0.38726893067359924  0.295390248298645  -0.8733654618263245  -0.8153150677680969  -0.3325422406196594  -0.4740007817745209,-46.44332081079483  -104.45962101221085  1056.4054250717163,-1
50,1105,02,0.9981101751327515,0.995876133441925  0.0879974365234375  -0.022074736654758453  -0.08721091598272324  0.8614886999130249  -0.5002316236495972  -0.025001950562000275  0.5000938177108765  0.8656103014945984,49.866583198308945  -80.15197515487671  952.9262185096741,-1
54,1585,02,0.9999948740005493,0.38997682929039  0.9187882542610168  0.06120641157031059  0.27783286571502686  -0.05403289571404457  -0.9591085910797119  -0.8779106140136719  0.3910353481769562  -0.27634114027023315,-139.9189531803131  -14.136841520667076  944.5268511772156,-1
50,1743,02,0.9999991655349731,-0.9378517270088196  0.03600585460662842  0.3451632857322693  0.17752434313297272  0.904395341873169  0.38801339268684387  -0.2981932759284973  0.42517393827438354  -0.8545806407928467,-44.875942170619965  -85.77102422714233  881.4987540245056,-1
59,1054,02,0.9991791844367981,0.7998606562614441  -0.5997598171234131  0.022612888365983963  -0.2639998495578766  -0.38541561365127563  -0.8841713070869446  0.539005696773529  0.7012439966201782  -0.466615229845047,105.6150496006012  -37.931978702545166  862.2005581855774,-1
54,1096,02,0.9999823570251465,0.06211325526237488  -0.9965128898620605  -0.0557154081761837  0.21078400313854218  -0.04146672785282135  0.9766528010368347  -0.9755573272705078  -0.07240699976682663  0.20747333765029907,-75.03344863653183  -77.83206552267075  987.3458743095398,-1
